caso,turno_id,global_id,fase,operador_texto,contexto_paciente_previo,actos_verbales,split
Luis,Luis_029,1048,B,Está bien. No lo haga perfecto. Solo bote aire. Como si empañara un vidrio.,No puedo.,otro,test
Luis,Luis_030,1049,B,Otra vez. Solo bote aire. Exhala de nuevo.,"exhala fuerte, entrecortado.",otro,test
Luis,Luis_031,1050,B,"Sí. Puede seguir temblando. Después de un accidente así, el cuerpo puede temblar, sudar, sentir frío, rabia, culpa o ganas de salir corriendo. No necesitamos que desaparezca todo. Necesitamos que baje un poco para que usted no quede solo con esto.",Me tiemblan las manos.,otro,test
Luis,Luis_032,1051,B,"Entonces no vamos a pelear con eso. Si no baja, al menos vamos a hacer que no suba más.",No baja.,otro,test
Luis,Luis_033,1052,B,"Luis, mire alrededor. Dígame tres cosas que ve en la sala.",No baja.,otro,test
Luis,Luis_034,1053,B,Bien. Dos sonidos que escucha ahora.,Una mesa. Un casco. Un termo.,otro,test
Luis,Luis_035,1054,B,Una cosa que toca.,La radio. Gente afuera.,otro,test
Luis,Luis_036,1055,B,"Bien. Eso es ahora. Mesa, casco, termo, radio, gente afuera. No estamos dentro del túnel en este minuto.",La mesa.,otro,test
Luis,Luis_037,1056,B,Lo que escucha ahora puede ser un recuerdo que vuelve. No significa que esté pasando otra vez.,Pero lo escucho igual.,otro,test
Luis,Luis_038,1057,B,"Sí. Eso puede pasar después de una experiencia traumática muy reciente. Su cerebro trae el sonido como si necesitara revisarlo una y otra vez. En este minuto vamos a responderle con el presente: sala, mesa, botas, radio baja, personas afuera.",Se siente como si estuviera pasando.,validacion,test
Luis,Luis_039,1058,B,"Luis, no intente llenar los pulmones. Solo suelte aire. Suelte conmigo: uno… dos… tres… cuatro. Ahora deje que entre solo. No lo fuerce.",No puedo respirar. Me falta el aire. Me voy a caer.,otro,test
Luis,Luis_040,1059,B,"Puede pasar cuando la respiración está muy rápida. Es muy desagradable, pero no significa que se esté muriendo. Siga soltando el aire lento.",Me hormiguean las manos.,validacion,test
Luis,Luis_041,1060,B,"Luis, deténgase un momento. ¿Va a volver al túnel?",No puedo estar aquí. Tengo que ir.,pregunta_cerrada,test
Luis,Luis_042,1061,B,"No vuelva al túnel. No vaya solo a ningún sector operativo. Está en shock y puede ponerse en riesgo. Si necesita moverse, hágalo hacia personal de salud o hacia un supervisor, no hacia el lugar del accidente.",No sé. Tengo que hacer algo.,directivo,test
Luis,Luis_043,1062,B,"Entonces póngase de pie, pero no salga solo. Ponga una mano en la pared y espere conmigo. Vamos a pedir que alguien venga a la sala.",No puedo quedarme sentado.,otro,test
Luis,Luis_044,1063,C,"Luis, ahora necesito ordenar lo urgente. Le haré preguntas cortas. ¿Usted está en una zona segura, lejos del túnel?",No puedo quedarme sentado.,pregunta_cerrada,test
Luis,Luis_045,1064,C,¿Está herido físicamente?,Sí.,pregunta_cerrada,test
Luis,Luis_046,1065,C,¿Ha sido revisado por paramédico o personal de salud?,No.,otro,test
Luis,Luis_047,1066,C,"Bien. Necesitamos que lo revisen, aunque no tenga heridas visibles. ¿Hay alguien de la faena cerca que pueda venir? Supervisor, prevencionista, paramédico, compañero.","No. Están con otros. Están con los jefes, no sé.",pregunta_abierta|pregunta_cerrada|confrontacion,test
Luis,Luis_048,1067,C,No tiene que contarle todo. Solo necesitamos que alguien esté con usted y que pida revisión.,Rojas está afuera. Pero no quiero hablar con él.,otro,test
Luis,Luis_049,1068,C,"Después de un derrumbe con muerte de un compañero, estar así no es debilidad. Es una reacción humana.",No quiero que me vean así.,otro,test
Luis,Luis_050,1069,C,Ahora su tarea es no exponerse más y dejar que los equipos de emergencia trabajen. Usted ya participó en los primeros intentos de rescate. Ahora necesita resguardo.,Yo debería estar ayudando.,otro,test
Luis,Luis_051,1070,C,"Vamos a separar dos cosas: lo que siente y lo que sabemos. Usted siente que no hizo suficiente. Lo que sabemos es que hubo un derrumbe, alto riesgo, evacuación y equipos de emergencia. No vamos a resolver responsabilidades técnicas en esta llamada. Vamos a cuidar que usted no quede solo con la culpa.",No hice suficiente.,otro,test
Luis,Luis_052,1071,C,Sí. Y por eso la culpa se siente tan fuerte. Haber estado ahí no significa haber causado lo ocurrido.,Pero yo estaba ahí.,otro,test
Luis,Luis_053,1072,C,"Voy a ordenar en voz alta. Uno: usted está fuera del túnel. Dos: no tiene heridas graves visibles. Tres: está con respiración agitada, temblor y culpa intensa. Cuatro: no ha sido revisado por salud. Cinco: está solo en la sala. Seis: necesita compañía y evaluación antes de cualquier declaración o decisión de volver a faena.",Pero yo estaba ahí.,otro,test
Luis,Luis_054,1073,C,"Eso se puede informar. Si más adelante tiene que entregar antecedentes, debe hacerlo acompañado y más estabilizado. En este minuto no necesita reconstruir todo.",No quiero declarar ahora.,otro,test
Luis,Luis_055,1074,C,"Probablemente habrá una investigación. Pero una investigación no se hace bien con usted desregulado, temblando y escuchando todavía los gritos. Primero salud y seguridad.",Los jefes van a querer saber.,otro,test
Luis,Luis_056,1075,C,"Luis, usted salió por una herramienta. No provocó el derrumbe. En una emergencia así, la mente busca un punto donde poner la culpa porque lo ocurrido es muy difícil de aceptar.",Yo lo dejé ahí. Yo lo dejé.,otro,test
Luis,Luis_057,1076,C,"Quizás habría muerto usted también. Esa idea puede ser muy dura, pero no significa que usted eligió que Mauro muriera.",Pero si me hubiera quedado…,interpretacion,test
Luis,Luis_058,1077,C,"Luis, deténgase. No vuelva al túnel. Si los equipos indicaron evacuación, volver puede ponerlo en riesgo y complicar el trabajo de rescate o recuperación. Usted debe quedarse en zona segura y avisar a un supervisor o paramédico.",Tengo que entrar. Capaz que todavía—,otro,test
Luis,Luis_059,1078,C,Quedarse fuera no es abandonarlo. Es respetar la seguridad y permitir que trabajen quienes están a cargo.,No puedo abandonarlo.,otro,test
Luis,Luis_060,1079,D,"Luis, como está hablando conmigo desde este teléfono, no voy a pedirle que llame a Rojas desde el mismo celular. Vamos a usar una vía más directa. ¿Rojas está lo suficientemente cerca como para escucharlo si lo llama desde la sala?",No puedo abandonarlo.,pregunta_abierta|pregunta_cerrada,test
Luis,Luis_061,1080,D,"Bien. No necesita salir. Llámelo desde donde está. Solo diga: “Rojas, estoy mal. Necesito paramédico. No quiero estar solo”.","Sí. Está afuera, creo.",otro,test
Luis,Luis_062,1081,D,Lo hacemos por partes. Primero diga su nombre: “Rojas”.,No me va a salir.,otro,test
Luis,Luis_063,1082,D,"Más fuerte, si puede. Sin salir.",levemente más alto Rojas.,otro,test
Luis,Luis_064,1083,D,Dígale la frase corta: “Necesito paramédico. No quiero estar solo”.,No… no puedo. Estoy mal.,otro,test
Luis,Luis_065,1084,D,Muy bien. Eso fue pedir ayuda.,Voy para allá.,otro,test
Luis,Luis_066,1085,D,Lo entiendo. Pero esta es una emergencia. Pedir apoyo es parte de la seguridad en faena.,Me da vergüenza.,validacion,test
Luis,Luis_067,1086,D,"¿Hay radio interna, teléfono de sala, botón de emergencia o intercomunicador?",No responde. Hay mucho ruido afuera.,pregunta_cerrada,test
Luis,Luis_068,1087,D,"Bien. Sin cortar esta llamada, tome la radio y diga solo: “Necesito paramédico en sala de descanso. Trabajador en crisis post accidente”. Si no puede decir todo, diga: “Paramédico a sala de descanso”.",Hay una radio en la mesa.,otro,test
Luis,Luis_069,1088,D,Puede dar la información mínima. Su seguridad vale más que la vergüenza.,No quiero que todos escuchen.,otro,test
Luis,Luis_070,1089,D,"Entonces no vuelva al túnel ni salga sin rumbo. Permanezca en la sala, cerca de la puerta si es seguro, y cuando escuche pasos o voces de personal, pida ayuda a viva voz. Yo sigo con usted.",No hay radio. No hay nadie.,otro,test
Luis,Luis_071,1090,D,Vuelva a mi voz. ¿Usted está en el sector del derrumbe?,Están hablando del sector. Están ahí. Están ahí.,pregunta_cerrada,test
Luis,Luis_072,1091,D,¿Está en la sala?,No.,pregunta_cerrada,test
Luis,Luis_073,1092,D,¿Toca la mesa?,Sí.,otro,test
Luis,Luis_074,1093,D,"Bien. La radio habla del lugar, pero usted no está ahí. Si la radio lo activa, pídale a Rojas que la baje o que lo acompañe a un lugar más tranquilo.",Sí.,otro,test
Luis,Luis_075,1094,D,Muy bien. Acaba de reducir algo que lo estaba activando.,"Sí, sí.",otro,test
Luis,Luis_076,1095,D,Le duele que lo nombren así.,No quiero que hablen de él como “el cuerpo”.,otro,test
Luis,Luis_077,1096,D,Sí. Para usted no es “el cuerpo”. Es Mauro. Y eso importa.,Era Mauro. Era mi compañero.,validacion,test
Luis,Luis_078,1097,D,No tiene que tomarla ahora. Solo deje que esté cerca.,No quiero agua.,otro,test
Luis,Luis_079,1098,D,"Puede pedirle algo concreto a Rojas: “Quédate, pero no me preguntes”.",No quiero que me mire así.,otro,test
Luis,Luis_080,1099,D,Muy bien. Eso también es poner un límite.,Ya. Me quedo aquí no más.,otro,test
Luis,Luis_081,1100,D,No está dando órdenes. Está diciendo qué necesita para no desbordarse más.,Se siente raro. Como que estoy dando órdenes.,otro,test
Luis,Luis_082,1101,D,"Puede pedirle que entre sin hacer preguntas. “Quédate, pero no me preguntes ahora”. No tiene que contar nada para recibir compañía.",No quiero que Rojas entre. No quiero que me vea así.,otro,test
Luis,Luis_083,1102,E,"Luis, quiero explicarle algo breve. No para darle una clase, sino para que no piense que se está volviendo loco. Después de un accidente con muerte de un compañero, el cuerpo puede quedar en modo alarma.",No quiero que Rojas entre. No quiero que me vea así.,otro,test
Luis,Luis_084,1103,E,"Puede pasar. Pueden volver sonidos, imágenes, olores, frases, momentos del rescate. Puede haber temblor, rabia, culpa, ganas de vomitar, dolor de cabeza, dificultad para respirar, sensación de irrealidad o miedo a volver a entrar a la mina.",Siento que sigo escuchándolo.,validacion,test
Luis,Luis_085,1104,E,"Hoy no tiene que decidir si volverá o no. Hoy no debe volver al túnel. Hoy la tarea es estar acompañado, ser revisado por salud y no quedarse solo con la culpa.",No quiero volver a entrar.,otro,test
Luis,Luis_086,1105,E,Aguantar no significa quedarse solo después de ver morir a un compañero. Esto supera lo que una persona debería cargar sola.,No soy así. Yo siempre aguanto.,otro,test
Luis,Luis_087,1106,E,"Esa frase puede volver muchas veces. Cuando vuelva, respóndale con algo concreto: “Estoy fuera del túnel. Estoy acompañado. Ya pedí paramédico. No tengo que resolver esto ahora”.",Podría haber sido yo.,otro,test
Luis,Luis_088,1107,E,"Eso. No borra lo que pasó, pero lo ubica en el presente.",Estoy fuera del túnel. Estoy acompañado. Ya pedí paramédico. No tengo que resolver esto ahora.,otro,test
Luis,Luis_089,1108,E,Esa pregunta duele mucho y no tiene una respuesta justa.,No tiene sentido. Él tenía hijos. Yo no. ¿Por qué él?,otro,test
Luis,Luis_090,1109,E,"Luis, cuando dice “yo debería haber quedado ahí”, necesito preguntarle algo con respeto. ¿Está pensando en hacerse daño o en ponerse en riesgo?",Yo debería haber quedado ahí.,pregunta_abierta|pregunta_cerrada,test
Luis,Luis_091,1110,E,"Gracias por responder. Entonces lo vamos a tomar como culpa y dolor, no como intención de hacerse daño. Pero igual es una señal de que no debe quedar solo ahora.",No. No me voy a hacer nada. Pero no entiendo por qué salí yo.,otro,test
Luis,Luis_092,1111,E,"Puede avisarle con una frase cuidada cuando esté acompañado: “Hubo un accidente grave. Estoy físicamente bien, pero necesito apoyo”. No tiene que contar todo de golpe.",No quiero que llamen a mi señora. Se va a asustar.,otro,test
Luis,Luis_093,1112,E,"Entonces puede pedirle a Rojas o a personal de faena que primero avisen algo básico desde otro teléfono: que usted está físicamente fuera del túnel, acompañado y será revisado. Después usted decide si habla cuando pueda.",No quiero que escuche mi voz así.,otro,test
Luis,Luis_094,1113,E,¿Entró algo a la sala?,Ese sonido. Ese sonido fue igual.,otro,test
Luis,Luis_095,1114,E,¿Está Rojas con usted?,No.,pregunta_cerrada,test
Luis,Luis_096,1115,E,¿Está tocando la mesa o la silla?,Sí.,pregunta_cerrada,test
Luis,Luis_097,1116,E,"Bien. El golpe fue ahora, en la faena, pero no es el derrumbe ocurriendo de nuevo. Su cuerpo lo conectó con ese momento.",La silla.,otro,test
Luis,Luis_098,1117,E,"Puede hacerlo si le ayuda. También puede pedir a Rojas moverse a un lugar con menos ruido, siempre acompañado y lejos del túnel.",Me dan ganas de taparme los oídos.,otro,test
Luis,Luis_099,1118,E,"Bien. Si se mueven, que sea con Rojas y hacia un lugar seguro. No hacia operaciones.","Podemos ir a la oficina chica, pero espero al paramédico primero.",otro,test
Luis,Luis_100,1119,E,"Cuando dice “no sé si quiero seguir”, ¿se refiere a seguir trabajando en la mina o a seguir viviendo?",No sé si quiero seguir en esto. No sé si quiero seguir.,pregunta_abierta,test
Luis,Luis_101,1120,E,"Gracias por decirlo. Entonces necesito que Rojas o el paramédico se quede con usted ahora. No debe estar solo, no debe volver al túnel y no debe manejar ni irse de la faena por su cuenta. C — REEVALUACIÓN MÉDICA Y FUNCIONAL",No sé.,otro,test
Luis,Luis_102,1121,E,"Luis, mientras llega el paramédico, necesito revisar algunas cosas. ¿Ha tomado alcohol, pastillas o algo para calmarse?",No sé.,otro,test
Luis,Luis_103,1122,E,Bien. ¿Tiene ganas de irse manejando o bajar de la faena por su cuenta?,No. ¿Cómo voy a tomar acá?,pregunta_cerrada,test
Luis,Luis_104,1123,E,"Querer irse es comprensible. Pero no debe manejar ni salir solo en este estado. Está en shock, con recuerdos intrusivos y respiración agitada.",Sí. Quiero irme. No quiero estar aquí.,validacion,test
Luis,Luis_105,1124,E,No se trata de encerrarlo. Se trata de que no tome una decisión peligrosa en los primeros minutos después de un accidente fatal.,No quiero que me tengan encerrado.,otro,test
Luis,Luis_106,1125,E,Puede decir: “Necesito revisión médica y apoyo antes de declarar en detalle”. Rojas puede ayudarle a sostener eso.,¿Y si me llevan a declarar?,otro,test
Luis,Luis_107,1126,E,No tiene que defenderse ahora. No está en juicio. Está en una emergencia. D — LLEGADA DE APOYO PRESENCIAL,No quiero que me reten.,otro,test
Luis,Luis_108,1127,E,"Bien. Quédese con él y con Rojas. Dígale que tiene temblor, respiración agitada, culpa intensa y que escucha todavía los gritos.",Llegó el paramédico.,otro,test
Luis,Luis_109,1128,E,"Luis, ¿puede ponerme en altavoz un momento para hablar con Rojas o el paramédico? Toque en pantalla.",Está bien. Vamos a revisarte aquí. No te vas a quedar solo.,pregunta_cerrada,test
Luis,Luis_110,1129,E,"Hola, soy Marcela, de la línea de apoyo. Luis estuvo expuesto directamente al derrumbe y a la muerte de un compañero. Está con temblor, respiración agitada, culpa intensa, recuerdos auditivos y deseos de irse del lugar o volver mentalmente al túnel. Es importante que no quede solo, que sea evaluado físicamente, que no vuelva al sector del accidente, que no maneje y que no se le pida reconstruir todo ahora si está desregulado.",¿Aló?,otro,test
Luis,Luis_111,1130,E,"Gracias. Como Luis está usando este teléfono conmigo, si deben contactar a familia, jefatura o salud ocupacional, háganlo desde un teléfono de faena o desde el suyo. No le pidan a él gestionar llamadas ahora. Si tiene que entregar antecedentes, que sea más adelante, acompañado y con pausas.",Yo me quedo con él.,otro,test
Luis,Luis_112,1131,E,Muy bien. Eso ayuda.,No vas a hablar ahora. Primero te revisan.,otro,test
Luis,Luis_113,1132,E,"Rojas, en este momento Luis está muy activado. Puede entregar información básica después, acompañado y con pausas. Forzar el relato ahora puede empeorar su estado. Primero evaluación y contención.","Luis, pero necesito que me digas exactamente qué pasó.",otro,test
Luis,Luis_114,1133,E,"Luis, no se vaya solo ni maneje. Está en shock. Si necesita salir de la sala, que sea acompañado por Rojas o personal de salud, y hacia un lugar seguro.",Me voy. No quiero estar aquí.,otro,test
Luis,Luis_115,1134,E,"Luis, quiero dejarle algo para las próximas horas. Puede que su cuerpo siga acelerado aunque esté lejos del túnel. Puede sentir culpa, rabia, ganas de llorar, ganas de aislarse, cansancio extremo o imágenes y sonidos que vuelven.",Me voy. No quiero estar aquí.,confrontacion,test
Luis,Luis_116,1135,E,"Puede que dormir cueste esta noche. No se obligue a dormir de inmediato. Pero tampoco se quede solo, ni se vaya a beber para apagarse, ni maneje, ni vuelva al sector del accidente.",No quiero dormir. Si duermo lo voy a escuchar.,otro,test
Luis,Luis_117,1136,E,"Si ocurre, abra los ojos, mire algo de la sala y repita: “Estoy fuera del túnel. Estoy acompañado. Esto es un recuerdo, no está ocurriendo ahora”.",¿Y si cierro los ojos y lo veo?,otro,test
Luis,Luis_118,1137,E,"Eso. Puede no sentirse verdadero al principio, pero ayuda a orientar al cuerpo.","Esto es un recuerdo, no está ocurriendo ahora.",otro,test
Luis,Luis_119,1138,E,En faena todos entienden la seguridad física. Esto también es seguridad: no dejar solo a un trabajador que acaba de vivir un accidente fatal.,Me da vergüenza que me tengan que cuidar.,otro,test
Luis,Luis_120,1139,E,"Sí, probablemente se va a asustar, pero también necesita saber que usted está vivo y acompañado. No necesita contarle todos los detalles.",Mi señora se va a asustar.,confrontacion,test
Luis,Luis_121,1140,E,"Puede pedir que Rojas o personal de faena haga un primer contacto desde otro teléfono. La frase puede ser: “Hubo un accidente grave en la faena. Luis está fuera del túnel, físicamente estable y siendo revisado. Necesita apoyo y más tarde hablará contigo”.",No puedo llamarla así.,otro,test
Luis,Luis_122,1141,E,"También puede pedir estar presente mientras llaman, pero no ser usted quien explique todo.",Eso suena mejor.,otro,test
Luis,Luis_123,1142,E,Bien. Eso es suficiente para el primer contacto.,No. Solo que estás vivo y que estás acompañado.,otro,test
Luis,Luis_124,1143,E,"En los próximos días puede que tenga pesadillas, imágenes o sonidos que vuelven, irritabilidad, culpa, miedo a entrar a la mina, cansancio extremo, insomnio o ganas de aislarse.",No. Solo que estás vivo y que estás acompañado.,otro,test
Luis,Luis_125,1144,E,"Puede necesitar silencio, pero no aislamiento total. Elija una o dos personas de confianza. No tiene que contar detalles a todos. Puede decir: “Vi un accidente grave y no estoy bien”.",No quiero hablar con nadie.,otro,test
Luis,Luis_126,1145,E,"Probablemente habrá procedimientos. Pida hacerlo acompañado, cuando esté más estable y con pausas. No repita la historia muchas veces si eso lo desregula.",En la pega van a querer que declare.,otro,test
Luis,Luis_127,1146,E,"No decida eso hoy. No vuelva a faena subterránea sin evaluación, descanso y autorización correspondiente. El miedo a volver puede ser esperable al inicio, pero debe ser acompañado por salud ocupacional, mutual o apoyo psicológico.",¿Y volver a la mina?,directivo,test
Luis,Luis_128,1147,E,"Le recomiendo no usar alcohol para bajar esto. Puede parecer que calma al principio, pero puede empeorar el sueño, la angustia y los recuerdos. Mejor compañía, agua, algo de comida, evaluación médica y descanso.",Me voy a tomar algo cuando salga.,otro,test
Luis,Luis_129,1148,E,"Puede que esta noche duerma mal. No se obligue. Pero no se quede solo si vuelve la imagen o el sonido. Si aparecen ganas de hacerse daño, de volver al túnel, de manejar sin estar en condiciones o de beber para apagarse, avise de inmediato a alguien y pida ayuda.",No sé si voy a poder dormir.,otro,test
Luis,Luis_130,1149,E,Ese miedo es muy fuerte ahora.,¿Y si dicen que fue mi culpa?,otro,test
Luis,Luis_131,1150,E,Ser el último que habló con él no significa ser responsable del derrumbe.,Yo fui el último que habló con él.,otro,test
Luis,Luis_132,1151,E,"Sí, pueden preguntar. Y usted puede responder cuando esté acompañado, con tiempo, y sin estar en plena crisis. No necesita defenderse ahora en su cabeza.",Pero en la investigación van a preguntar.,otro,test
Luis,Luis_133,1152,E,Entonces no lo apague. Solo déjelo para después con una frase: “Esto se verá con la investigación. Ahora estoy en atención y no estoy solo”.,No puedo apagarlo.,otro,test
Luis,Luis_134,1153,E,Bien. Eso ayuda a separar culpa traumática de responsabilidad técnica. PLAN FINAL ABCDE INTEGRADO,Esto se verá con la investigación. Ahora estoy en atención y no estoy solo.,otro,test
Luis,Luis_135,1154,E,"Vamos a revisar el plan. Uno: usted está fuera del túnel. Dos: no vuelve al sector del accidente. Tres: Rojas está con usted. Cuatro: el paramédico lo está revisando. Cinco: no va a declarar en detalle ahora si está desregulado. Seis: no se irá solo ni manejará en este estado. Siete: Rojas o personal de faena avisará a su señora desde otro teléfono con información básica. Ocho: si aparecen ideas de hacerse daño, de volver al túnel o de ponerse en riesgo, lo dice de inmediato. Nueve: si vuelve el sonido o la imagen, usará la frase: “Estoy fuera del túnel. Estoy acompañado. Esto es un recuerdo, no está ocurriendo ahora”.",Esto se verá con la investigación. Ahora estoy en atención y no estoy solo.,otro,test
Luis,Luis_136,1155,E,¿Rojas sigue a su lado?,Ya.,pregunta_cerrada,test
Luis,Luis_137,1156,E,¿El paramédico está con usted?,Sí.,pregunta_cerrada,test
Luis,Luis_138,1157,E,¿La radio está más baja?,Sí.,pregunta_cerrada,test
Luis,Luis_139,1158,E,Bien. Entonces ya no está solo con esto.,Sí.,otro,test
Luis,Luis_140,1159,E,"Puede volver. Cuando vuelva, use la frase.",Sigo escuchándolo.,otro,test
Luis,Luis_141,1160,E,"Otra vez, si puede.","Estoy fuera del túnel. Estoy acompañado. Esto es un recuerdo, no está ocurriendo ahora.",otro,test
Luis,Luis_142,1161,E,"Bien. Voy a cortar para que el paramédico pueda atenderlo. Antes de cortar: no vuelve al túnel, no se va solo, no maneja, y no se queda solo con la culpa.",Me van a revisar.,otro,test
Luis,Luis_143,1162,E,Luis.,Ya.,otro,test
Luis,Luis_144,1163,E,Sobrevivir no fue una traición.,Sí.,otro,test
Luis,Luis_145,1164,E,No tiene que creerlo completo ahora. Solo no se quede solo con la idea contraria.,No sé si puedo creer eso.,otro,test
Luis,Luis_146,1165,E,Está acompañado.,Ya.,otro,test
Luis,Luis_147,1166,E,Y está fuera del túnel.,Estoy acompañado.,otro,test
Luis,Luis_148,1167,E,"Eso es lo que necesitamos sostener esta noche. La llamada queda en silencio un segundo. Se escucha al paramédico acercar una silla, Rojas bajar todavía más la radio y el zumbido industrial al fondo. Luego se corta.",Estoy fuera del túnel.,otro,test
Carolina,Carolina_001,1168,A,"Línea de apoyo psicológico, habla Marcela. ¿Con quién hablo?",,otro,train
Carolina,Carolina_002,1169,A,Estoy aquí. No tiene que calmarse de golpe. Primero dígame su nombre.,"voz agitada, llorosa No puedo… no puedo calmarme. No puedo pensar.",silencio_contencion,train
Carolina,Carolina_003,1170,A,"Carolina, soy Marcela. Voy a quedarme con usted en la llamada. Antes de hablar de todo lo que pasó, necesito saber dónde está ahora.",Carolina.,otro,train
Carolina,Carolina_004,1171,A,Está en un lugar de resguardo con más personas. ¿Está bajo techo?,"En un albergue… o no sé, una escuela, creo. Nos trajeron acá. Está todo lleno de gente.",pregunta_cerrada|reflejo,train
Carolina,Carolina_005,1172,A,Entiendo. Está cuidando a su hijo y a su mamá al mismo tiempo. ¿Están los tres juntos ahora?,"Sí, pero estamos empapados. Mi hijo está llorando. Mi mamá no puede caminar bien.",validacion|pregunta_cerrada,train
Carolina,Carolina_006,1173,A,"Bien. Aunque haya traslado después, ahora están juntos. Eso es muy importante. Necesito saber si alguno está herido. ¿Sangrado, golpe fuerte, dificultad para respirar, desmayo?",Sí. Están aquí. Pero no sé cuánto rato más. Dicen que nos van a mover.,validacion|pregunta_cerrada|confrontacion,train
Carolina,Carolina_007,1174,A,"Carolina, vuelva a mi voz. ¿Luna es su mascota?","se aleja del teléfono Ya, mi amor, ya… no sé, no sé qué hacer.",otro,train
Carolina,Carolina_008,1175,A,"Lo escucho. Salió de madrugada, con agua entrando rápido, con su hijo y su mamá. Perdió cosas importantes y también quedó su mascota. Eso duele mucho.","Sí. Nuestra gata. No la pude sacar. No alcancé a sacar nada. Nada. Ni su mochila, ni los remedios de mi mamá, ni la ropa, ni los papeles.",validacion,train
Carolina,Carolina_009,1176,A,"Ahora vamos a separar lo urgente de lo que se puede gestionar después. En este minuto, lo principal es que usted, su hijo y su mamá están vivos, juntos y fuera de la casa.",Yo tenía que haber sacado algo. Cualquier cosa.,otro,train
Carolina,Carolina_010,1177,A,Ahora mismo tienen algo central: están juntos. Desde ahí vamos a ordenar lo siguiente.,Pero no tenemos nada.,otro,train
Carolina,Carolina_011,1178,B,"Carolina, ¿está sentada o de pie?",Pero no tenemos nada.,pregunta_cerrada,train
Carolina,Carolina_012,1179,B,"Está bien. Si no puede sentarse, apoye una mano en una pared, mesa o silla. Solo eso.","De pie. No puedo sentarme. Si me siento, siento que no me voy a poder parar.",otro,train
Carolina,Carolina_013,1180,B,Ahora mire a su hijo. Después mire a su mamá. Solo confirme que están ahí.,Ya.,otro,train
Carolina,Carolina_014,1181,B,Bien. No vamos a respirar profundo todavía. Solo vamos a soltar el aire. Inhale corto… y suelte más largo.,Están aquí.,otro,train
Carolina,Carolina_015,1182,B,"Entonces no fuerce la respiración. Solo exhale, como si empañara un vidrio. Largo.",No puedo. Me mareo.,otro,train
Carolina,Carolina_016,1183,B,Otra vez. Exhala.,exhala de forma irregular.,otro,train
Carolina,Carolina_017,1184,B,"Bien. No necesitamos que deje de temblar. Puede seguir temblando y aun así pedir ayuda, cuidar a su hijo y acompañar a su mamá.",exhala de forma irregular.,confrontacion,train
Carolina,Carolina_018,1185,B,"No tiene que poder con todo. Vamos a elegir una cosa pequeña cada vez. Ahora mismo: apoyar la mano, mirar a su hijo, mirar a su mamá, soltar aire.",No puedo con los dos. No puedo con todo.,otro,train
Carolina,Carolina_019,1186,B,No le diga eso si no lo sabe. Use una verdad corta. Dígale: “También estoy preocupada por Luna. Ahora no podemos volver porque es peligroso. Primero tenemos que estar seguros nosotros”.,No puedo decirle que se murió. No puedo.,otro,train
Carolina,Carolina_020,1187,B,Diga: “Vamos a avisar a los bomberos que Luna quedó en la casa”. Eso le da una acción posible sin prometer algo que no sabemos.,No sé qué decir.,directivo,train
Carolina,Carolina_021,1188,B,"Bien. No lo calmó completamente, pero le dio una frase segura y honesta.",Vamos a avisar a los bomberos que Luna quedó en la casa.,otro,train
Carolina,Carolina_022,1189,B,"Puede seguir llorando. Llorar no significa que usted lo está haciendo mal. En un niño, después de una evacuación así, llorar y preguntar muchas veces puede ser una forma de buscar seguridad.",Sigue llorando.,otro,train
Carolina,Carolina_023,1190,B,"Carolina, no intente tomar mucho aire. Solo suelte. Apóyese en la pared. Suelte el aire conmigo: uno… dos… tres… cuatro. Ahora deje que el aire entre solo. No lo fuerce.",No puedo respirar. Siento que me voy a caer.,otro,train
Carolina,Carolina_024,1191,B,"Puede pasar cuando el cuerpo está muy acelerado. Es desagradable, pero no significa que esté fallando. Siga apoyada y avise si siente que se va a desmayar.",Me hormiguean las manos.,validacion,train
Carolina,Carolina_025,1192,B,"Carolina, use frases cortas. No explique demasiado. Dígale: “Yo estoy contigo. No vamos a volver ahora. Estamos esperando ayuda”.","No puedo, por favor, no puedo…",otro,train
Carolina,Carolina_026,1193,B,Repita lo mismo sobre la mascota: “También me importa. Vamos a avisar. Ahora estamos seguros nosotros”.,¿Y la Luna?,directivo,train
Carolina,Carolina_027,1194,C,"Carolina, ahora vamos a ordenar necesidades. Le haré preguntas cortas. Uno: ¿usted, su hijo y su mamá están fuera del agua?",También me importa. Vamos a avisar. Ahora estamos seguros nosotros.,pregunta_cerrada,train
Carolina,Carolina_028,1195,C,Dos: ¿están juntos?,Sí.,pregunta_cerrada,train
Carolina,Carolina_029,1196,C,"Tres: ¿su mamá puede caminar sola, con ayuda o no puede caminar?",Sí.,pregunta_cerrada,train
Carolina,Carolina_030,1197,C,Cuatro: ¿tienen ropa mojada y frío?,"Con ayuda, pero muy lento. Le duele la pierna y está helada.",otro,train
Carolina,Carolina_031,1198,C,Cinco: ¿su mamá perdió medicamentos importantes?,Sí. Estamos empapados.,otro,train
Carolina,Carolina_032,1199,C,Seis: ¿usted está mareada todavía?,Sí. Los de la presión quedaron en la casa.,pregunta_cerrada,train
Carolina,Carolina_033,1200,C,"Bien. Entonces las prioridades son: abrigo, medicamentos de su mamá, apoyo para el traslado, mantenerlos juntos, que a usted la vean si sigue mareada, y avisar por la mascota. No todo al mismo tiempo.",Sí. Como si se me moviera el piso.,otro,train
